Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Biology,Human Reproduction,"Q494: Read the following fact - 'Bulbourethral gland lubricates.'. Based on this, which gland assists in lubricating the penis?",Seminal vesicle,Bulbourethral gland,Prostate,Thyroid,B,easy
12,Biology,Human Reproduction,"Variant 495: In the context of human reproduction, which gland assists in lubricating the penis?",Bulbourethral gland,Prostate,Seminal vesicle,Thyroid,A,easy
12,Biology,Human Reproduction,"Q496: Read the following fact - 'Endometrium is the inner uterine lining.'. Based on this, the innermost layer of the uterus is the:",Perimetrium,Myometrium,Endometrium,Mesometrium,C,moderate
12,Biology,Human Reproduction,"Variant 497: In the context of human reproduction, the innermost layer of the uterus is the:",Endometrium,Myometrium,Mesometrium,Perimetrium,A,moderate
12,Biology,Human Reproduction,"Q498: Read the following fact - 'Myometrium causes contractions.'. Based on this, which uterine layer exhibits strong contractions during labor?",Endometrium,Perimetrium,Epithelium,Myometrium,D,easy
12,Biology,Human Reproduction,"Variant 499: In the context of human reproduction, which uterine layer exhibits strong contractions during labor?",Endometrium,Epithelium,Myometrium,Perimetrium,C,easy
12,Biology,Human Reproduction,"Q500: Read the following fact - 'Ampulla is the site of fertilization.'. Based on this, where does fertilization normally occur in humans?",Cervix,Ovary,Ampulla of fallopian tube,Uterus,C,neet
12,Biology,Human Reproduction,"Variant 501: In the context of human reproduction, where does fertilization normally occur in humans?",Ampulla of fallopian tube,Cervix,Uterus,Ovary,A,neet
12,Biology,Human Reproduction,"Q502: Read the following fact - 'Fimbriae collect the ovum.'. Based on this, which structure helps collect the ovum after ovulation?",Ampulla,Fimbriae,Isthmus,Infundibulum,B,neet
12,Biology,Human Reproduction,"Variant 503: In the context of human reproduction, which structure helps collect the ovum after ovulation?",Isthmus,Ampulla,Fimbriae,Infundibulum,C,neet
12,Biology,Human Reproduction,"Q504: Read the following fact - 'Hymen partially covers the vagina.'. Based on this, the membrane partially covering the vaginal opening is:",Clitoris,Labia minora,Cervix,Hymen,D,easy
12,Biology,Human Reproduction,"Variant 505: In the context of human reproduction, the membrane partially covering the vaginal opening is:",Cervix,Clitoris,Labia minora,Hymen,D,easy
12,Biology,Human Reproduction,"Q506: Read the following fact - 'Mammary lobes number 15-20.'. Based on this, how many mammary lobes are found in each breast?",25-30,30-40,15-20,5-10,C,easy
12,Biology,Human Reproduction,"Variant 507: In the context of human reproduction, how many mammary lobes are found in each breast?",25-30,15-20,5-10,30-40,B,easy
12,Biology,Human Reproduction,"Q508: Read the following fact - 'Spermatogenesis starts at puberty.'. Based on this, when does spermatogenesis begin?",Birth,Puberty,Old age,Embryonic stage,B,neet
12,Biology,Human Reproduction,"Variant 509: In the context of human reproduction, when does spermatogenesis begin?",Puberty,Embryonic stage,Birth,Old age,A,neet
12,Biology,Human Reproduction,"Q510: Read the following fact - 'Oogenesis starts in embryonic stage.'. Based on this, when does oogenesis begin?",Puberty,Birth,Embryonic stage,Adolescence,C,hard
12,Biology,Human Reproduction,"Variant 511: In the context of human reproduction, when does oogenesis begin?",Adolescence,Birth,Embryonic stage,Puberty,C,hard
