Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Biology,Reproductive Health,"Q-ID-400: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-401: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-402: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-403: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-404: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-405: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-406: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-407: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-408: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-409: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-410: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-411: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-412: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-413: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-414: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-415: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-416: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-417: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-418: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-419: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-420: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-421: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-422: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-423: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-424: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-425: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-426: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-427: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-428: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-429: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-430: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-431: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-432: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-433: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-434: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-435: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-436: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-437: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-438: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-439: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-440: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-441: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-442: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-443: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-444: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-445: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-446: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-447: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-448: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-449: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-450: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-451: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-452: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-453: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-454: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-455: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-456: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-457: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-458: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-459: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-460: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-461: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-462: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-463: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-464: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-465: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-466: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-467: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-468: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-469: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-470: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-471: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-472: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-473: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-474: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-475: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-476: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-477: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-478: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-479: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-480: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-481: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
12,Biology,Reproductive Health,"Q-ID-482: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-483: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-484: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-485: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-486: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-487: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,A,easy
12,Biology,Reproductive Health,"Q-ID-488: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-489: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-490: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-491: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-492: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-493: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,C,easy
12,Biology,Reproductive Health,"Q-ID-494: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-495: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-496: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-497: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-498: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-499: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-500: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-501: Regarding the sexually transmitted infection 'Hepatitis-B', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-502: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-503: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-504: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,C,easy
12,Biology,Reproductive Health,"Q-ID-505: Regarding the sexually transmitted infection 'Syphilis', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,Using copper IUDs.,B,easy
12,Biology,Reproductive Health,"Q-ID-506: Regarding the sexually transmitted infection 'Gonorrhea', what is an important preventive measure for a healthy society?",Sharing infected needles.,Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-507: Regarding the sexually transmitted infection 'Chlamydiasis', what is an important preventive measure for a healthy society?",Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Avoiding vaccination.,B,easy
12,Biology,Reproductive Health,"Q-ID-508: Regarding the sexually transmitted infection 'HIV/AIDS', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Sharing infected needles.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-509: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-510: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,Using condoms during coitus and avoiding unknown partners.,D,easy
12,Biology,Reproductive Health,"Q-ID-511: Regarding the sexually transmitted infection 'Trichomoniasis', what is an important preventive measure for a healthy society?",Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,B,easy
12,Biology,Reproductive Health,"Q-ID-512: Regarding the sexually transmitted infection 'Genital herpes', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Using copper IUDs.,Sharing infected needles.,Avoiding vaccination.,A,easy
12,Biology,Reproductive Health,"Q-ID-513: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Avoiding vaccination.,Using copper IUDs.,Using condoms during coitus and avoiding unknown partners.,Sharing infected needles.,C,easy
12,Biology,Reproductive Health,"Q-ID-514: Regarding the sexually transmitted infection 'Genital warts', what is an important preventive measure for a healthy society?",Using condoms during coitus and avoiding unknown partners.,Avoiding vaccination.,Sharing infected needles.,Using copper IUDs.,A,easy
