Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",6.044 g,0.1007 g,0.10074 g,2.109 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.1511 g,0.15111 g,9.067 g,1.541 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Silver (Ag) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",3.487 g,0.2015 g,12.089 g,0.20148 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.0224 g,0.02239 g,1.343 g,4.857 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.0336 g,2.015 g,9.645 g,0.03358 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.04477 g,4.839 g,2.686 g,0.0448 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.0672 g,3.963 g,4.030 g,0.06716 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.10074 g,0.1007 g,6.044 g,4.195 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.1343 g,0.13432 g,8.059 g,1.527 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",12.089 g,0.2015 g,2.083 g,0.20148 g,A,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Silver (Ag) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.2686 g,0.26864 g,16.118 g,5.857 g,C,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.0336 g,2.015 g,0.03358 g,3.842 g,B,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.05037 g,3.022 g,0.0504 g,9.039 g,B,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.06716 g,0.0672 g,4.030 g,0.581 g,C,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",6.044 g,0.1007 g,0.10074 g,4.870 g,A,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.15111 g,9.067 g,7.815 g,0.1511 g,B,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.20148 g,0.2015 g,7.082 g,12.089 g,D,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",7.694 g,18.133 g,0.3022 g,0.30222 g,B,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Silver (Ag) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.300 g,0.4030 g,24.177 g,0.40296 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.05597 g,0.0560 g,4.213 g,3.358 g,D,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",1.996 g,0.08395 g,5.037 g,0.0839 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",9.337 g,6.716 g,0.1119 g,0.11193 g,B,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.1679 g,4.364 g,0.16790 g,10.074 g,D,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.2518 g,15.111 g,2.175 g,0.25185 g,B,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.3358 g,0.33580 g,20.148 g,8.378 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",30.222 g,0.5037 g,0.50369 g,3.280 g,A,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Silver (Ag) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",8.523 g,40.296 g,0.6716 g,0.67159 g,B,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",6.716 g,0.11193 g,9.266 g,0.1119 g,A,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",2.406 g,0.1679 g,10.074 g,0.16790 g,C,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",13.432 g,0.22386 g,0.2239 g,9.459 g,A,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",20.148 g,1.786 g,0.3358 g,0.33580 g,A,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",30.222 g,0.50369 g,0.5037 g,1.839 g,A,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",0.67159 g,9.012 g,40.296 g,0.6716 g,C,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",60.443 g,6.615 g,1.00739 g,1.0074 g,A,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Silver (Ag) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 108.0 g/mol, n = 1, F = 96487 C)",1.3432 g,4.560 g,1.34319 g,80.591 g,D,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.203 g,0.0017 g,0.00169 g,0.102 g,D,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.152 g,0.305 g,0.0025 g,0.00254 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.00338 g,0.0034 g,0.203 g,0.406 g,C,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.609 g,0.305 g,0.0051 g,0.00508 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.914 g,0.00761 g,0.0076 g,0.457 g,D,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.01015 g,1.218 g,0.609 g,0.0102 g,C,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0152 g,1.827 g,0.01523 g,0.914 g,D,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Zinc (Zn) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.02030 g,2.436 g,0.0203 g,1.218 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.406 g,0.203 g,0.0034 g,0.00338 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0051 g,0.609 g,0.305 g,0.00508 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.00677 g,0.0068 g,0.406 g,0.812 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",1.218 g,0.0102 g,0.01015 g,0.609 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",1.827 g,0.0152 g,0.01523 g,0.914 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0203 g,2.436 g,0.02030 g,1.218 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",3.655 g,0.03045 g,0.0305 g,1.827 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Zinc (Zn) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.04061 g,0.0406 g,2.436 g,4.873 g,C,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0051 g,0.305 g,0.00508 g,0.609 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.457 g,0.0076 g,0.914 g,0.00761 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.609 g,1.218 g,0.01015 g,0.0102 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.914 g,0.01523 g,1.827 g,0.0152 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",1.370 g,2.741 g,0.0228 g,0.02284 g,A,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",3.655 g,0.03045 g,0.0305 g,1.827 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.04568 g,5.482 g,0.0457 g,2.741 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.5 A is passed through a solution of Zinc (Zn) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",7.309 g,0.0609 g,3.655 g,0.06091 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.00677 g,0.406 g,0.0068 g,0.812 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.01015 g,1.218 g,0.609 g,0.0102 g,C,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",1.624 g,0.812 g,0.0135 g,0.01354 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",1.218 g,2.436 g,0.02030 g,0.0203 g,A,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.03045 g,1.827 g,3.655 g,0.0305 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0406 g,2.436 g,4.873 g,0.04061 g,B,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",3.655 g,0.0609 g,0.06091 g,7.309 g,A,hard
12,Chemistry,Electrochemistry,"A current of 2.0 A is passed through a solution of Zinc (Zn) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.08121 g,9.746 g,4.873 g,0.0812 g,C,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.01015 g,0.609 g,0.0102 g,1.218 g,B,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0152 g,0.01523 g,0.914 g,1.827 g,C,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.02030 g,2.436 g,0.0203 g,1.218 g,D,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0305 g,3.655 g,0.03045 g,1.827 g,D,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.04568 g,0.0457 g,2.741 g,5.482 g,C,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.0609 g,3.655 g,0.06091 g,7.309 g,B,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.09136 g,0.0914 g,10.964 g,5.482 g,D,hard
12,Chemistry,Electrochemistry,"A current of 3.0 A is passed through a solution of Zinc (Zn) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",14.618 g,7.309 g,0.12182 g,0.1218 g,B,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.01692 g,0.0169 g,1.015 g,2.030 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.02538 g,1.523 g,3.045 g,0.0254 g,B,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",2.030 g,0.0338 g,0.03384 g,4.061 g,A,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.05076 g,6.091 g,3.045 g,0.0508 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",4.568 g,0.07614 g,0.0761 g,9.136 g,A,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.10152 g,6.091 g,12.182 g,0.1015 g,B,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.15227 g,0.1523 g,9.136 g,18.273 g,C,hard
12,Chemistry,Electrochemistry,"A current of 5.0 A is passed through a solution of Zinc (Zn) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.20303 g,12.182 g,0.2030 g,24.364 g,B,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.03384 g,0.0338 g,2.030 g,4.061 g,C,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",6.091 g,0.05076 g,0.0508 g,3.045 g,D,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",8.121 g,4.061 g,0.0677 g,0.06768 g,B,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",12.182 g,6.091 g,0.10152 g,0.1015 g,B,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",18.273 g,9.136 g,0.1523 g,0.15227 g,B,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",12.182 g,24.364 g,0.2030 g,0.20303 g,A,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",36.546 g,0.3045 g,18.273 g,0.30455 g,C,hard
12,Chemistry,Electrochemistry,"A current of 10.0 A is passed through a solution of Zinc (Zn) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 65.3 g/mol, n = 2, F = 96487 C)",0.4061 g,24.364 g,48.728 g,0.40607 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.00047 g,0.084 g,0.0005 g,0.028 g,D,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.042 g,0.0007 g,0.126 g,0.00070 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.056 g,0.0009 g,0.00093 g,0.168 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.0014 g,0.00140 g,0.252 g,0.084 g,D,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 45 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.378 g,0.126 g,0.0021 g,0.00210 g,B,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 60 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.168 g,0.0028 g,0.504 g,0.00280 g,A,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 90 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.756 g,0.00420 g,0.252 g,0.0042 g,C,hard
12,Chemistry,Electrochemistry,"A current of 0.5 A is passed through a solution of Aluminum (Al) salt for 120 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.0056 g,0.00560 g,1.007 g,0.336 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Aluminum (Al) salt for 10 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.00093 g,0.0009 g,0.168 g,0.056 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Aluminum (Al) salt for 15 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.0014 g,0.00140 g,0.252 g,0.084 g,D,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Aluminum (Al) salt for 20 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.0019 g,0.112 g,0.336 g,0.00187 g,B,hard
12,Chemistry,Electrochemistry,"A current of 1.0 A is passed through a solution of Aluminum (Al) salt for 30 minutes. Calculate the mass of the metal deposited at the cathode. (Molar mass = 27.0 g/mol, n = 3, F = 96487 C)",0.0028 g,0.00280 g,0.504 g,0.168 g,D,hard
